,date,message,channel_name
2255,2021-12-10T19:47:27,Привокзальный 3а 21а 2 бөлмелі пәтер жалға беріледі 120000 тенге Комуслуга Вайфай тегін Ремонт бүкіл жағдай жасалған 8 775 962 68 98,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2256,2021-12-10T16:29:09,Авангард 3мкр 1 бөлмелі квартира жалға беріледі Бағасы 70000 мың комуслуга 8 702 352 71 76,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2257,2021-12-10T13:43:09,Халел Университет жакта квартирга бир кыз аламын Барлык жагдай жасалган багасы 17мын комусл ішінде 87083806037,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2258,2021-12-09T19:40:19,Авангард 2мкр 1кыз керек бугин ертен кошип келетын условия бари бар Айына 23К комусл болек 1этажрайон тихий 87782236094,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2259,2021-12-09T13:03:05,Халел универ жакта кв га 1 кыз іздеймін 10 ынан бастап туруга 12500 айына ком услуг ішінде 8776 055 8072,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2260,2021-12-09T12:56:09,Авангар 4мкр 1 қыз керек 22мың комуслуг ишинде бар Бугин ертен кошип келуге болады 87027522800,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2261,2021-12-08T21:45:10,Квартира керек 50 55мынга кала ишинен Семейный адамбызбала жок Жумыс жасаймыз 87756015259,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2262,2021-12-08T18:19:35,Авангард 2мкр касыма кыздар керек Айына 23К комусл болек 1этажрайон тихий таза укыпты кыздар керек 87782236094,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2263,2021-12-08T11:32:05,Сдается 2х комн квартира в районе Огородной Вся инфо по тел 87013655078,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2264,2021-12-08T11:30:43,Квартира керек центр жактан 3 кызбыз озимиз туруга 12ком болса 6090га дейн осы номерге жазыныздар Ватсап 87473235264 АЯЖАН,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2265,2021-12-07T20:36:24,Квартирага 2 бала керек озимиз 2 бала жилгородокта барлык условие бар 3 комнаты 87776578050,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2266,2021-12-07T19:11:11,Квартираға тез арада көшіп келетін бір қыз керек Жұмыс жасайтын артық қылығы жоқ Өзіміз екеуміз Дом Енпф ке қарама қарсы жақсы жерде орналасқан Подъезд тап таза тыныш көршілер жақсы Басқа сұрақ болса соғып или жазуға болады 8708 634 54 06,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2267,2021-12-07T12:39:10,Квартирага 12кыз аламыз адрес Светланада студенттер керек емес Барлык сурак бойынша 87002021999,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2268,2021-12-07T11:49:08,2х комн квартира 2 этаж 5мкр Привокзальном рядом школа детсад Арбат супермаркет Чистая уютная квартира долгосрочная желательно семейным 8 701 342 41 88,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2269,2021-12-07T09:36:46,Касымызга бирге туруга 1 кыз издимиз мкрн Алмагуль 87029615688,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2270,2021-12-06T19:55:43,Сдается кв в аренду 65 000 тг в месяц По адресу Еркинкала в хорошем состоянии По всем вопросам обращайтесь по телефону 7 775 689 0488,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2271,2021-12-06T19:53:36,Халел Университет жакта квартирга бир кыз аламын Барлык жагдай жасалган багасы 17мын комусл ішінде 87083806037,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2272,2021-12-05T11:29:50,Береке 22 домға қасымызға 12 қыз керек Өзіміз 2 қыз тұрамыз Желательно жұмыс жасайтын 87769179187,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2273,2021-12-05T11:26:37,Алмагуль 1 комната 12 кыз керек Условия бари бар 87787028394,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2275,2021-12-04T12:40:32,Квартирага 2 қыз керек барлық усл бар бар машинка телевизор барлыгы бар 87755710841 Привокзальный 5 мкр,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2276,2021-12-04T12:37:16,Квартираға бірге тұруга бір қыз керек Артық қылығы жоқ Айына 30000 Квартира Чеховта ЕНПФ ке қарама қарсы дом Тыныш жерде орналасқан Студент немесе жұмыс жасайтын қыз болса 8771 113 85 84,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2277,2021-12-03T11:48:24,Кв керек привокзальныйдан 2 ер баламыз поселениемен болсада 87769929217,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2278,2021-12-03T10:21:54,Квартираға қасымызға 1қыз керек привок пен алмагул ортасы 23мын ком услуга ішінде ванна туалет стиралка бар 87760568781,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2279,2021-12-02T20:43:55,Алмагулде квартираға 34 қыз керек 5 декабрден бастап 8778 925 64 60,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2280,2021-12-02T17:50:08,саламатсыздарма квартира бар ма екен авангардтан биз ушеумиз мен жане 2 кишкентай кыздарым,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2281,2021-12-02T17:29:54,условиясы бари бар кв керек кыздармен туруға 1қыз,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2282,2021-12-02T17:16:18,Кивартира бар нурсайадан 2 йа 3 киз болса,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2283,2021-12-02T17:09:13,Ассалаумағалайкум уа рохматуллахи уа баракатуху Жалдап туруга квартир керек отбасылық адамбыз орталықтан таза уй керек 87780121218 тез арада 50мың 70мың аралыгында,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2284,2021-12-02T16:59:58,Квартира керек айдың 10нан кейін Желательно қала іші болса Екі немесе үш қызғаБірге жалдап тұратын керек емес 5090 мың ортасындатуалетванный іште болса жақсы болар еді Ватсапқа үйдің фотосымен адресін жазып жіберсеңіздер өзіміз таңдап аламыз Номер87073067363,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2285,2021-12-02T16:51:38,Квартира керек Алмагуль привокзалнийдан семейны 2комыты 60100аралыгында87025816511,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2286,2021-12-02T16:24:38,Квартира кыз керек условия бар душ и туалет машина бар адамбасына 25000 студент и Баламмен болсада Времянок таза адрес Алмагул жакта Маршрут 4 15 8 7 журед 87051940782,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2287,2021-12-02T16:22:47,1 комната квартира керек алмагул прибокзалний дан семиннйга 40000т болса,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2288,2021-12-02T16:07:41,Саламатсыздарма привокзальный жақтан 22мектепке жақын 23комнат кв керек ұзақ мерзімгеОтбасылымыз жұмыс жасаймыз таза ұстаймыз ақшасын уақытылы беремізРахмет,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2289,2021-12-02T16:07:07,Салематсыздарма Нұрсаядан жалдайтын кв барма екен 2қызбыз,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2290,2021-12-02T16:05:54,Кв кажет Алмагуль навержка Орталык жактардан центральный болсада болады таза условиясы бары бар 1кызбын Оку оким 20000тг ком услугы ышыне кырсе,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2291,2021-12-02T16:03:46,Алмагуль кв кыз керек 1 комната 30ком услуг 2 кыз,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2293,2021-12-01T19:37:09,Нурсая 103те 2комнатный квартирага 2 кыз алам 87079739200 таза жылы 1ши этаж срочно,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2294,2021-12-01T18:15:15,Квартирага туратын 1кыз керек адрес Рахат жакта 16666 тг в месяц 8775 302 34 03,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2295,2021-11-29T20:40:33,Нұрсая 2 комната Самал рестораны артында 1 комнатасына 2 қыз аламыз Таза ұқыпты артық қылығы жоқ 18 мынком услуг 87757634899 ватсапқа жазамыз Үйдің барлық условиясы бар Ертең арғы күні көшіп келетін қыздар керек,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2296,2021-11-29T20:39:09,Ищу 23 девушек на подселение в 3х комнатную квартиру Нас будет 4о 120000 тг в месяц с каждого 30000тг Ком услуги отдельно Квартира чистая адрес Привокзальный 5 микр 9 дом 87780619955,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2297,2021-11-29T10:40:24,Квартираға 3 қыз керек срочно Студент болса 87759867704,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2298,2021-11-28T16:01:53,Центрда 2х ком Квартираға 1 қыз керек бірігіп тұруға Оплата 24000комуслуга 87470322718,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2299,2021-11-28T14:12:13,Жилгородоктан 160000тг кв тауып турмын ішінде барлык условиясы бар интернет бәрі Ком усл сонын ішінде Касыма 1 или 2 кыз іздеймін жаман әдеті жок 87767767939,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2300,2021-11-27T20:04:33,квартира керек биригип жалдап туратын 1ер бала 87758800191,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2301,2021-11-27T20:02:15,Ищу квартиру на подселение желательно центрдан 2 3 кыз болып туруга Сама в платке намаз читаю работаю 87082358900,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2302,2021-11-27T19:54:59,Студенческий проспект Квга 1 кыз керек 15к айына Желательно жумыс жасайтын кыз БУГИН ИЛИ ЕРТЕН КИРЕТИН КЫЗ Точно туратын 1 кун турып кетип калмайтын туракты кыз керек 87750569629 Ватсапп,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2303,2021-11-26T21:02:15,12 декабрьден бастап подселениеге 1 комнат керек 60 мыңға дейін мкрнұрсая жақтан 8 708 639 06 69,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2304,2021-11-26T13:29:54,2 ком квартираға 34 ер балдар керек мкрАлмагул 87789256460 87083367567,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2305,2021-11-26T13:17:18,Квартира керек 2қызбыз рахат светлана жақтан қасымызға бірге тұратын қыздарда іздейміз 87024867299 87054664799 ватсап,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2306,2021-11-26T09:55:16,Квартираға 4 қыз керек срочно Студенттер болса желательно 87759867704,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2307,2021-11-26T09:54:26,Касыма 2 кыз аламын Жк Асель Нурсая общий 120000 тенге желательно жумыс жасайтын кыздар жасы 2530 жас аралыгы озим жас кызбын новая элитная квартира вся условия есть 77018334461 Инкар,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2308,2021-11-25T20:11:29,Квартирага кыз издимин Кв мкрАлмагулде барлык условия бар 87787028394,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2309,2021-11-25T17:26:16,квартираға 2 қыз керек светланада остановкаға жақын 16 500 ком услуга ішінде 87753103616,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2310,2021-11-25T01:58:17,Нұрсаяда қасымызға 2 қыз аламыз Таза ұқыпты артық қылығы жоқ 18 мынком услуг 87757634899 ватсапқа жазамыз,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2311,2021-11-24T15:12:19,Авангард 2мкр 2 кыз керек адам басына 20 000 87002270803,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2312,2021-11-24T15:10:15,МкрКонтинерныдан кв жалданады ком услуг вайфай бари бар кухнясы туалети отделно 1ком и 2 комытты бар без хозяин толко жас семия или артык кылыгы жок айел адамдар 87058622253,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2313,2021-11-23T15:05:34,Квартирага кыз іздеп жаткандар болса хабарласындар студент кыздар болса 87783136613,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2314,2021-11-22T12:21:16,Жилгородоктан кв жалдап касына кыз издеп жатырган адам болса хабарласындар немесе тоже Жилгородоктан бирге жалдауга шығатын 1 қыз издеймин жаман адети жок таза 87767767939,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2315,2021-11-22T11:38:16,Сниму времянка или квартира в районе Химпоселок карадепо 87011823531,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2316,2021-11-21T21:20:20,АбаяУтемисовада 2комн кв жаныма 1 кыз керек Айына адам басына 50мың комуслуга 77072721318 пишите в на звонки не отв днём,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2317,2021-11-21T21:06:55,кв 1кыз керек условия барлыгы бар 15мыңком услуг улВалиханова 87011860999,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2318,2021-11-20T21:26:14,Срочно Кв 2 кыз керек жумыс жасайтын Площадьта орналасқан 2 болме таза ремонтталган 87023625194 ватсап,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2319,2021-11-20T19:28:04,Кфздармен Квартира кажет Туратын 1 кызбын Студентпын жумыс жасаймын уйдын условия болса 20к ком услугы ышыне кырсе таза болса уй Орталык жактан,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2320,2021-11-20T19:15:56,Сатпаевта 6070 мынга квартира барма 1 комната полный условиясы мен,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2321,2021-11-20T19:15:31,Кв жалдаймын орталык жактан 6070мнга смп136 приводабай авангард жер уй болсада условиясымен алмагул балыкшы семейный 3баламен,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2326,2021-11-20T18:47:02,Саламатсыздарма Квартира керек жас семьямыз таза устаймыз Артык кылык жок Номер 87716411616 ватсап та осы номер,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2327,2021-11-20T18:43:49,Саламатсыздарма Квартира керек 3 ком Семейный адам Лесхоз Авангардтан болса,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2328,2021-11-20T13:16:51,Квартираға 2 қыз керек бірігіп тұруға Центрда 2 ком Оплата 24000комуслуга 87470322718,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2329,2021-11-19T16:58:57,нурсаядан 1 ком квартира бар қасыма 1 қыз аламын общий 2 қыз тұрамыз іші таза барлық жағдайы жасалған артық қылығы жоқұқыпты қыз керек 87757714300 тек ватсапқа жазыңыз,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2330,2021-11-19T14:37:03,Бирге туратын кыз керек 1822 жумыс жасайтын Адрес привокзальный 45 комуслуг Барлык условия бар Ватсапка жазыныздар тек 87074418911,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2331,2021-11-18T16:56:31,2 кызбен туруга 1 кыз керек мансард уй Балыкшыда 15000 тг 87755631883,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2332,2021-11-18T16:54:46,Нурсая 21 домнан уй жалданады узак мерзимгеУй жылы барлык жагдайы бар кен Таза уйХабарласыныздар87786809138,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2333,2021-11-18T12:38:11,Центрдан 1 комн кв болмаса кыздармен бирге жалдап туруга кв издеймин Сатпаев Сарыарка Площадь жак Таза ремонтталган 87019902402 болмаса инстага жазсаңыздар,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2334,2021-11-17T09:50:26,Ұзақ мерзімге жалдайтын үй іздеймін 40000тг айналасында 87782235593,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2335,2021-11-16T21:51:21,Сдается 2х комнатная квартира студиявсе удобстваинтернет смарт телевизор вся техникатихий дворв подъезде камераудобные парковочные местарядом магазины и рестораны 120000тг тел7 701 531 6593,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2336,2021-11-16T21:39:28,Балыкшы Ландыш жактан 2 болмели НОВЫЙ времянка жалданады барлык условиясымен ыссы сутуалет ванна стиральная машина мебель бари бар Ватс апп 87789960059,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2337,2021-11-16T21:38:38,Квартира керек бир болмели светлана азаттык жактан 8 707 817 10 97,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2338,2021-11-16T21:34:48,авангардта бірге жалдайтын кыздар керек 23 кыз 20 мыннан каждый квартира 3 комнаталы 87784822310,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2339,2021-11-15T15:33:35,Срочно квартираға 2 қыз керек Мкр Авангард411 дом 2 бөлмелі Барлық жағдай жасалған бар Айына 20к 87784409502 87710650032,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2340,2021-11-15T15:32:30,Квартираға қыздар керек студент емес Желательно жұмыс жасайтын Центрда 2 ком площадь Барлық условия бар ремонтпен 87470322718,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2341,2021-11-15T14:07:43,Квартираға қыздар керек Барлық жағдай жасалған Привокзальныйдан кв Ватсап 7 778 916 8123,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2342,2021-11-15T14:04:59,1 болмелі Квартира керек светлана азаттық жақтан 8 707 817 10 97,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2343,2021-11-14T18:59:49,1 комнатная кв керек Сатпаев студенческий проспект драм театр жақтан болса Помесячно Варианттарды ватсапқа жіберсеңіз болады 87786293747 Либо осы номерге звондаңыз,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2344,2021-11-14T14:55:01,Қасымызға бірігіп тұруға 2 қыз керек Студент қыздар болса 2 бөлмелі Времянка ішінде ванна туалет бәрі бар Таптаза ешкім тұрмаған Ландыш жакта өзіміз 2 қызбыз 87083801528 жазыпсоғып біле аласыздар,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2345,2021-11-14T11:11:08,1 ком Кв керек балықшы Ландыш жақтан 1 баламын Уақытылы төлеймін 4050 ге ком услуга ішінде болса 8 775 787 4117,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2346,2021-11-13T15:18:28,Сатпаева 10 үй жалданады 1 болмелі Барлық условия бар 65000комуслуг 87016764391,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2347,2021-11-13T08:57:52,Привокзалный 5мкр 7домга квартирага 2кыз керек Айына 20мын ком услугпен бирге Желательно окитын студент кыздар керек касымызга Калганын жазып соғып биле аласыздар 87006721568 87756802505,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2348,2021-11-12T00:19:55,Авангард 3мкн 2комнат кв бар Артық қылығы жоқ 1қыз керек Студент болса 87753559258,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2349,2021-11-11T23:18:18,Мкр Берекеден 1 комнатты уй жалданады Кухонный гарнитура шкафуайфай бяры бар Ішпеитіншекпейтін жас отбасы намазхан кісілер іздеймін 65комуслуга 87759690252,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2350,2021-11-11T20:32:05,Пара ищет квартиру 12 комнжелательно в центре РахатАзаттыкДрам театр 7090 тыстг Чистоту и своевременную оплату гарантируем 87783089978,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2351,2021-11-11T14:33:32,ищем квартиру с хорошими условиями в районе Нурсаи муж с женой без детей до 100 000 тг 87472924166,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2352,2021-11-11T11:22:05,Рахатта екі комнатты квартирага бір кыз керек студент болсада жумыс жасаитын болсада барібір тек артык кылыгы жок таза болса болды 8778 245 55 90,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2353,2021-11-11T11:20:33,Қасымызға 1 қыз керек жилгородок жакта 3 бөлмелі кв бар айына 80 мын 87717630404,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2354,2021-11-11T11:16:59,Квартира керек 2 кызбыз 5060 айналасында комуслуг ішінде условиясы бар желательно авангарднұрсаяакадемия жақ 8702 140 0780 8778 438 6224,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2355,2021-11-10T13:23:02,Квартира іздеймін 1 баламын 2000025000 арасында Авангард центр нурсая жактардан 87088500902,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2356,2021-11-10T11:52:03,Ищем 1 порядочную девушку на подселение Оплата в месяц 26700 вместе с ком услуг кВ 2 комя проживаем 2 девочки АдресПривокзальный 3а20а 87759162178,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2357,2021-11-09T18:02:37,1 комнат квартира іздейміз 3 қыз Авангардцентр жақтан 87025971309,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2358,2021-11-09T17:59:33,Бирге туратын 12 кыз керек Кв букил условиясы бар Мкр Нурсая 1 кыз болса Адам басына 37500 2 кыз киретин болса 25000 Ком услуга баганын ишине киреды Тек кыздар аламын 10 ноябрь кируге болады 87026155515 ватсап,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2359,2021-11-09T15:16:32,Нурсая или орталыктан жалдауга квартира іздейміз 60 000 айналасына 87083101895,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2360,2021-11-09T15:13:43,Квартираға 1қыз керек 22мың ком услуг жоқ 87054640787,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2361,2021-11-09T14:56:54,Авангард 3 1болмели квга 1 адам керек барлык жагдайы жасалган айына 40мын ком услуга ішіне кіреді кв таза 1 этажда ремонтталган таза устайтын кыз немесе ул керек осы айга кошип келетин 8 778 701 39 32,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2362,2021-11-08T18:57:36,Квартирага 2 кыз издеймин Желательно студент Академия Сатпаева 52 25000ком услуга 87082336216,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2363,2021-11-08T18:54:01,мкрАЛМАГУЛ 24 КВАРТИРА БАР СРОЧНО 22комус 87751378095,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2364,2021-11-08T18:50:58,Квартирага 2 кыз керек Авангард 4мкр 22 мын адам басына комуслуг ишинде бар 8778 504 26 05,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2365,2021-11-08T18:48:55,Квға бір қыз керек барлық жағдай жасалған Ул Валиханов 15мың ком услуг 87762718229,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2366,2021-11-07T11:51:22,Срочно нужно 1комн квартира на сумму 5060 тыс 87755232717,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2367,2021-11-07T11:50:49,Квартирага адам керек Авангард 3мкр 8 778 701 39 32,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2368,2021-11-07T00:13:27,Квартираға қыздар керек Балауса авангардқа жақын 15000 комуслуга ішінде 87759697319,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2369,2021-11-07T00:11:59,подселениеге барамын 3050к шамасында жеке бөлме қажет фотосы мен адресін жіберсеңіздер авангард академия рахат центр жақтан 87757714300 тек ватсапқа,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2370,2021-11-06T20:43:42,Уй керек жалдайтын 2 комнаталы 6070 колеминде немесе кыздармен косылып жалдаймын болип толеуге 2530га 2комнатын 1 комнатасына 87784822310,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2371,2021-11-06T14:03:35,квартираға 1 қыз керек светланада остановкаға жақын 16 500 ком услуга ішінде 87753103616,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2373,2021-11-05T21:08:57,Квартирага кыздар керек Центрда 2 ком барлык условия бар 87470322718,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2374,2021-11-04T22:42:33,Первый участокПривокзальный времянкага 1 бала или 1 кыз керек Уйде ваннатуалет бар 22 мын комуслуга жок 87752554049 ватсап жок,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2375,2021-11-04T22:21:21,Квартира іздеймін бірігіп туруга бір ер бала уйде коп болмаймын 20000тг айналасына болса любой районнан 87752290709,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2376,2021-11-04T22:13:59,Академияга артык кылыгы жок касыма бесплатно туратын 1 студент кыз издеймин кешке жумыска кеткенде балдарымды карайтын Жумыс жасайтын кыздар керек емес 87755098987,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2377,2021-11-04T17:54:49,Халел Университет жакта квартирга бир кыз аламын Барлык жагдай жасалган багасы 17мын комусл ішінде 87083806037,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2378,2021-11-04T17:52:28,Алмагуль 20 бирге туратын 1 кыз керек 1 комната 87755949402,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
2379,2021-11-04T17:52:07,Авангардтан кв керек 2 адамбыз жұмыс жасаймыз Ватсап 87055573316,ПОДСЕЛЕНИЕ ШЫМКЕНТ АРЕНДА КВАРТИРА
